cst,关键词翻译,AC推荐词,流量占比,流量词类型,预估周曝光量,相关产品,相关ASIN,ABA周排名,月搜索量,月购买量,购买率,展示量,点击量,SPR,标题密度,商品数,需供比,广告竞品数,点击集中度,前三ASIN转化总占比,PPC竞价,建议竞价范围,#1 前三ASIN,#1 点击共享,#1 转化共享,#2 前三ASIN,#2 点击共享,#2 转化共享,#3 前三ASIN,#3 点击共享,#3 转化共享,前十ASIN,matched_text
quick dry athletic shorts men,,,,自然搜索词,0,2,B08JGBB9N1/B0BFDRQLNC,,,,,,,,,"12,090",,26,,,,-,,,,,,,,,,,"Athletic, Shorts"
purple nike shorts,紫色耐克短裤,,,视频广告词,0,1,B0BFDTMBGP,"2,122,605",140,4,2.96%,"4,118",54,1,0,377,0.4,0,33.30%,0.00%,$1.21 ,$0.91 - $1.50,B0BWBKXPDS,14.80%,0.00%,B071WL715D,11.10%,0.00%,B08WRB33YC,7.40%,0.00%,"B0C2S43HYZ,B071WL715D,B09W7WY476,B0085YU65W,B0CWLW3N5P,B09CLKXF1L,B078JQXCFH,B0C6FV4CFD,B0BSK73QBV,B09PYPX2MJ","Shorts, NIKE, Purple"
purple golf shorts men,,,,SP广告词,0,1,B09WMYXNJ9,"1,881,551",569,15,2.77%,"16,334",219,1,0,653,0.9,4,41.90%,0.00%,$1.73 ,$1.29 - $2.16,B07CG695WW,18.60%,0.00%,B0C1YSJLZV,14.00%,0.00%,B0CYPGGDPH,9.30%,0.00%,"B07C79TGDS,B0C1YSJLZV,B09RZYC2ML,B0CG9HRLN1,B0BZHMW4G9,B0CCDSKK3D,B0CR2Y35H2,B07HKPMNKH,B0C12Z9P8G,B099J7LD7D","Golf, Shorts, Purple"
puma soccer shorts,彪马足球短裤,,,视频广告词,0,1,B0BFDTMBGP,"1,285,919","1,085",35,3.24%,"30,717",526,1,0,811,1.3,5,33.80%,12.50%,$0.30 ,$0.18 - $0.43,B09RTHD256,17.70%,0.00%,B091DG33LT,8.80%,0.00%,B091BHS62W,7.40%,12.50%,"B09RTHD256,B091DG33LT,B091BK8VN3,B091DG52XL,B086RS1B65,B084ZX2HVM,B091BHM79F,B0BBL3ZHP2,B091BGD6WM,B0BVMYG9GV","Shorts, Soccer, Puma"
puma running shorts men,,,,自然搜索词,0,1,B09XQVCZ8B,,,,,,,,,580,,4,,,,-,,,,,,,,,,,"Shorts, Running, Puma"
puma gym shorts men,,,,自然搜索词,0,1,B01AK7Y102,"2,122,408",767,26,3.39%,"19,151",372,1,0,341,2.3,0,33.30%,0.00%,$1.38 ,$1.03 - $1.74,B09PK6L125,20.40%,0.00%,B086TYB3S1,9.30%,0.00%,B00KUL0W1G,3.70%,0.00%,"B086TYB3S1,B09PK6L125,B08WS5ZL19,B01AK7Y102,B0BBLCYYYG,B07F9L2GQ8,B0BBL3ZHP2,B091DD2QFM,B084GFG4JP,B0CJL6XYY9","Shorts, gym, Puma"
pullover de hombre en oferta,男士套头衫报价,,,SP广告词,0,1,B0BFDTMBGP,"1,732,212",549,16,2.93%,"16,267",218,1,0,"3,083",0.2,0,16.70%,0.00%,$0.28 ,$0.20 - $0.34,B0BZDLXKTS,7.10%,0.00%,B077ZJXCTS,4.80%,0.00%,B0787P86ZZ,4.80%,0.00%,"B077ZJXCTS,B0846KGGTZ,B07VTSD48H,B071DVQLT2,B07896CH2N,B07XVY1LJG,B08V1XZP21,B07DJ74LZS,B08BBYCN46,B0CJYGT1V6","Hombre, Pullover"
pt shorts,,,,自然搜索词,0,1,B08JGBB9N1,,,,,,,,,621,,1,,,,-,,,,,,,,,,,Shorts
psycho bunny shorts for men,男士心理兔子短裤,,,自然搜索词,0,1,B00AKSCXEI,"1,828,822",620,16,2.63%,"17,870",257,1,0,166,3.7,4,23.90%,50.00%,$1.03 ,$0.91 - $1.25,B0BW7GZQWF,17.40%,0.00%,B0CQVJ5PFR,4.40%,0.00%,B0BW7H8YK2,2.20%,50.00%,"B075NWCNPP,B0BW7GZQWF,B074VG8JKR,B07SQB6TKQ,B08G8TPS7Z,B098SP9KLJ,B07FMWNXR9,B0CQTSWNXP,B0785MFQ1F,B0C2FLLVZQ","Shorts, Psycho Bunny"
prime next day delivery items,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,"1,824",,17,,,,-,,,,,,,,,,,Prime
prime day mens shorts,,,,自然搜索词,0,2,B0151E6WPQ/B0C4GV51WK,,,,,,,,,"8,105",,24,,,,-,,,,,,,,,,,"Shorts, Prime"
prime day fashion deals,,,,HR推荐词,0,1,B0B4RQCZR1,,,,,,,,,"213,386",,10,,,,-,,,,,,,,,,,"Fashion, Prime"
prime day deals today 2024 mens,,,,自然搜索词/SP广告词,0,1,B08JGBB9N1,"1,731,905","12,731",417,3.28%,"279,016","5,860",10,0,"15,469",0.8,35,6.80%,6.40%,,-,B0CW1Q7X4L,2.70%,5.20%,B07S1BNNYD,2.30%,1.20%,B0D4YP7MFH,1.90%,0.00%,"B0CW1Q7X4L,B0D3HQ2VTL,B0D5H7G5Y6,B0D37Y1HXL,B07SM5SJNH,B07S1BNNYD,B016OTCPIA,B0BX8JFW2J,B07PH2VWX1,B09ZL3V62Q",Prime
prime day best sellers,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,"5,267",,14,,,,-,,,,,,,,,,,Prime
possum shorts,,,,SP广告词,0,2,B01AK7Y102/B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
polyester spandex shorts men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,"19,602",,1,,,,-,,,,,,,,,,,"Polyester, Shorts, Spandex"
polyester shorts for men,男士聚酯短裤,,,自然搜索词,0,3,B01AK7Y102/B08JGBB9N1/B09P3T8X61,"1,880,380",569,15,2.75%,"14,939",250,1,0,"28,793",0,4,20.90%,0.00%,$1.28 ,$0.97 - $1.61,B0723CZCQT,9.30%,0.00%,B01AK7Y102,7.00%,0.00%,B000JC0YJQ,4.70%,0.00%,"B08JGBB9N1,B072JBQRLG,B0BWNLCRM9,B06Y5VBPDQ,B0BQ1V8S24,B08JSBZ884,B0CHHW2HNB,B01AK7Y102,B096YJ6FTX,B0CRKQSZRG","Polyester, Shorts"
polyester mens shorts,,,,自然搜索词,0,1,B01AK7Y102,,,,,,,,,"28,639",,0,,,,-,,,,,,,,,,,"Polyester, Shorts"
pocketless shorts,无口袋短裤,,,SP广告词,0,1,B09P3T8X61,"1,935,432",621,18,2.93%,"17,060",251,1,0,260,2.4,4,28.30%,0.00%,$1.25 ,$0.94 - $1.58,B09B3VNZRT,10.90%,0.00%,B09B3VSFPM,8.70%,0.00%,B09B3W8BCN,8.70%,0.00%,"B00HJTK1UO,B07L5WTPBD,B089PJ47T6,B09B3VSFPM,B001DB2WJC,B087M3MJ1L,B003WXQL50,B010DKQ7WG,B00E1YTVHY,B00BPXPR2C",Shorts
pocket shorts,口袋短裤,,,自然搜索词,0,1,B08JGBB9N1,"1,778,377",840,23,2.76%,"18,558",359,1,3,"91,020",0,4,22.80%,0.00%,$1.69 ,$1.26 - $2.10,B0BJQ3J716,8.80%,0.00%,B0C1YKDR65,8.80%,0.00%,B0C1YJXH2K,5.30%,0.00%,"B0C1YJXH2K,B0BJQ3J716,B09R1YD7C5,B09Z7QHWS9,B0BTH4ZHHV,B093PXJ3VJ,B082XJFV39,B08V95S2H2,B0CQZG7B6Q,B0BS96M446","Shorts, Pocket"
pocket short,,Y,,AC推荐词,0,1,B0151E6WPQ,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Pocket, Short"
plus size man clothings,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Plus Size, Man"
pleated shorts for men,男士百褶短裤,,,品牌广告词,0,1,B0BLKN87V4,"1,527,912","1,406",40,2.86%,"38,753",641,1,2,354,4,25,23.20%,0.00%,$1.23 ,$0.92 - $1.39,B000OF2MA2,8.50%,0.00%,B0BPXRM7P1,7.90%,0.00%,B0D183D7LX,6.80%,0.00%,"B000OF2MA2,B07484HWNB,B06Y5MRJ2W,B07QK4DSFW,B0BTK4G69B,B0CBPVMFQ1,B0CZLN5FB7,B0BPXQXXB6,B0D69P5Q13,B00EVM03MS","Pleated Shorts, Shorts"
playeras carhartt para hombre,卡哈特男装,,,SP广告词,0,1,B09WMZR2XM,"1,492,723",743,26,3.55%,"17,726",369,1,0,139,5.4,21,18.90%,0.00%,$0.23 ,$0.20 - $0.28,B0CN822PDN,9.40%,0.00%,B002GHC34Q,5.70%,0.00%,B0000ANHT7,3.80%,0.00%,"B0000ANHT7,B0CN89TCZZ,B003PR42NG,B0006FSSKI,B0CN7X8TRC,B096VSK7D5,B009WQOMHU,B0CN839CNY,B0CN82F4XW,B0CN8CNPYF","Hombre, Carhartt"
plain short,,,,自然搜索词,0,1,B09T3QHVVM,,,,,,,,,0,,20,,,,-,,,,,,,,,,,"Plain, Short"
plain jerseys for men,男士纯色球衣,,,自然搜索词,0,1,B0151E6WPQ,"2,190,447",140,3,2.52%,"3,185",54,1,0,"1,819",0.1,4,23.50%,0.00%,$0.61 ,$0.46 - $0.75,B09YHHCYBD,8.80%,0.00%,B0BLGWYV5V,8.80%,0.00%,B08LDH8X4K,5.90%,0.00%,"B08S71NLNG,B09YHHCYBD,B081HZTWFX,B09C56VWGL,B08LDF21SM,B079YGW9KL,B0BLGWYV5V,B09SVXJFWJ,B076H83ZC5,B0CJ723RG4","Plain, Jersey"
pioneer camp mens shorts,,,,SP广告词,0,1,B09T3QHVVM,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Pioneer Camp, Shorts"
pinkbomb mens shorts,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,85,,4,,,,-,,,,,,,,,,,Shorts
pinkbomb mens 2 in 1 running shorts,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,26,,0,,,,-,,,,,,,,,,,"Shorts, Running"
pink men shorts,粉色男士短裤,,,自然搜索词,0,1,B0C1365SJV,"2,190,169",140,3,2.76%,"2,804",55,1,0,"10,662",0,0,20.70%,25.00%,$1.20 ,$0.89 - $1.50,B0CPYBTWBQ,10.30%,0.00%,B08P68Q7BR,6.90%,12.50%,B0C9HMYNMH,3.50%,12.50%,"B0D1VLZKW4,B089PK61LW,B09C8R78HW,B0CCRYM7LX,B08CMPQKG8,B0C1TXQYMY,B0C9GWP3S3,B0C26LGFRP,B0CQZ4JG1K,B096858XP9","Shorts, Pink"
pink basketball shorts,粉色篮球短裤,,,自然搜索词,0,1,B0C1365SJV,"1,070,985","1,406",44,3.13%,"35,367",605,1,0,"1,936",0.7,3,13.60%,0.00%,$0.83 ,$0.51 - $0.94,B089PJDKWN,5.10%,0.00%,B0BGW11FVV,4.40%,0.00%,B0CM5CXRTK,4.10%,0.00%,"B089PJDKWN,B086RSDL8D,B089PLTR89,B0BGW11FVV,B0CSYMS88C,B010DKYLLA,B0D1JSW785,B0B49WB82L,B0BRV39DQ1,B0CW65D9LZ","Basketball, Shorts, Pink"
philadelphia phillies beach shorts,,,,SP广告词,0,1,B0C4GQTCJK,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Shorts, Beach"
pfg shorts for men,pfg 男士短裤,,,SP广告词,0,1,B0BFDTMBGP,"266,531","6,981","1,241",17.79%,"145,714","2,787",29,0,404,17.3,11,31.20%,5.10%,$1.10 ,$0.99 - $1.26,B00DNNMFY0,15.90%,3.20%,B0CH63K2CS,10.80%,0.00%,B00DNNZ3BW,4.40%,1.90%,"B00DNNZ3BW,B0C63TM6N6,B0B2KTB771,B00ZV47CXS,B07RCTS3CW,B07GSZQVX2,B0C63HX7LS,B01GSMNJN8,B00ZV47N7S,B0000DCS7T",Shorts
performance athletic short,,,,SP广告词,0,1,B09WMYXNJ9,,,,,,,,,0,,23,,,,-,,,,,,,,,,,"Athletic, Performance, Short"
patriotic shorts for men,男士爱国短裤,,,SP广告词,0,2,B0B4RQCZR1/B0CHMM393V,"2,263,304","1,830",57,3.13%,"49,460",864,2,0,"1,502",1.2,5,6.60%,1.90%,$0.85 ,$0.63 - $1.05,B0C9WXMR2H,2.80%,0.00%,B0CWZYM3QW,1.90%,1.90%,B0D6R9FFBG,1.90%,0.00%,"B082BH9758,B00S9X9BFK,B084BSRVG7,B085C1RXD4,B0CQVPY8VY,B0D6R9W4Z7,B01NCRT5MU,B0CRDQPWXJ,B0BNR2Q5D9,B0BZWBJBB6","Shorts, Patriotic"
patriotic men,,,,SP广告词,0,1,B0BFDSVMPF,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Patriotic
para hombre,准男性,,,视频广告词,0,2,B0BFDTMBGP/B0BFDVPFKX,"1,602,384",953,27,2.93%,"23,903",382,1,9,"6,267",0.2,22,16.10%,0.00%,$0.72 ,$0.54 - $0.89,B00MSZK0G4,8.10%,0.00%,B0B9DC2M89,4.80%,0.00%,B00BIZSXMS,3.20%,0.00%,"B00MSZK0G4,B09PF6Q6YV,B0159XXTN2,B0787P86ZZ,B072QRN7HR,B0BZWS5BM5,B01KE592JU,B0CLX1HQ17,B09X2CG92L,B0B9DC2M89",Hombre
pantalonetas nike hombre,耐克男式短裤,,,自然搜索词,0,2,B09XQVCZ8B/B0CHMN8TDS,"1,036,173","1,180",40,3.46%,"35,024",571,1,0,251,4.7,9,14.40%,0.00%,$0.43 ,$0.33 - $0.55,B07BPLHK9T,4.90%,0.00%,B0CPTG74GX,4.90%,0.00%,B07DZDCK95,4.60%,0.00%,"B087M3RDVK,B0B6KQR5JP,B07BPLHK9T,B0BGV7PZZJ,B07NJNW4QL,B01JIPH51Y,B01AK7Z2AU,B0D13595HQ,B07CZC664D,B0BYTCLTYK","NIKE, Hombre"
pantalonetas nike,耐克长裤,,,自然搜索词,0,1,B09XQVCZ8B,"1,991,642",140,3,2.74%,"3,249",55,1,0,241,0.6,5,30.30%,0.00%,$0.57 ,$0.43 - $0.73,B0B76QG9SK,12.10%,0.00%,B01JIPGJMU,9.10%,0.00%,B0CPTJZW5H,9.10%,0.00%,"B087LTC1XS,B0B6KQR5JP,B0B76QG9SK,B01JIPGJMU,B07NJPDSSX,B08CHN278L,B09PG3392C,B08SRBWX9K,B08NYKGWR2,B0BNQDC4KR",NIKE
pantalonetas hombre deportivas,,,,自然搜索词,0,1,B0151E6WPQ,"1,426,321",637,19,3.07%,"13,260",292,1,0,"1,968",0.3,4,19.10%,0.00%,$1.09 ,$0.81 - $1.36,B0723CZCQT,8.50%,0.00%,B0CCT6CTSV,6.40%,0.00%,B08LT9MJM2,4.30%,0.00%,"B01AK7ZK7A,B08LT9MJM2,B0CRHF41F7,B08JGC1D2G,B087M3RDVK,B0CRQFLWT3,B07NDP7ZTX,B0D1QZ7464,B09PYTB8SD,B07BPLHK9T",Hombre
pantalonetas deportivas para hombre cortas,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,253,,0,,,,-,,,,,,,,,,,Hombre
pantalonetas,裤子,Y,,自然搜索词/AC推荐词,0,2,B08JGBB9N1/B09P3T8X61,"1,088,516","1,389",11,0.82%,"38,414",556,1,0,838,1.7,24,9.00%,0.00%,$0.81 ,$0.61 - $1.00,B08LT9MJM2,4.40%,0.00%,B07DZDCK95,2.40%,0.00%,B0BQT4KHWT,2.40%,0.00%,"B08LT9MJM2,B08JGBB9N1,B07BPLHK9T,B08S9PYBNY,B078VZ5QBW,B0BLKKW3M4,B0151E6PB2,B01AK7Y12A,B085NF55WL,B0728KK8VK",
pantaloneta under armour para hombre,裤子 under armour para hombre,,,自然搜索词,0,1,B09XQVCZ8B,"1,933,483",794,21,2.72%,"23,596",304,1,0,159,5,5,18.20%,0.00%,,-,B0BZ8CRQ81,7.30%,0.00%,B093MF88RV,5.50%,0.00%,B0942R17Z5,5.50%,0.00%,"B077XQMB7G,B082BF9H3M,B01MA6CY8L,B0C12FKWG8,B0C12XJ159,B093LW24H2,B07815S8J8,B0C13BX8CQ,B0CF71GPZB,B07CZLWXN1","Hombre, Under Armour"
pantaloneta para hombre,男式长裤,Y,,AC推荐词,0,1,B08JGBB9N1,"1,878,304",390,12,3.10%,"11,133",169,1,0,391,1,0,11.10%,0.00%,$0.83 ,$0.62 - $1.04,B0CRHF41F7,5.60%,0.00%,B00AKSCZWI,2.80%,0.00%,B00XKYM95C,2.80%,0.00%,"B08JGBB9N1,B078VZ5QBW,B00XKYM95C,B07NDPRYKM,B0CRHF41F7,B0D2S5ZFLV,B08LTC53FR,B08JTQP6VY,B09PYSSR6D,B00AKSCZWI",Hombre
pantaloneta adidas hombre,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Adidas, Hombre"
pantalones de hombre cortos,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,614,,9,,,,-,,,,,,,,,,,Hombre
pantalones cortos hombre,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"7,429",,4,,,,-,,,,,,,,,,,Hombre
pantalones cortos deportivos para hombre,裤子 cortos deportivos para hombre,,,自然搜索词,0,2,B09P3T8X61/B0C1365SJV,"1,036,170","1,896",51,2.73%,"54,887",764,2,0,497,3.8,16,7.60%,0.00%,,-,B0BWNHZCCR,2.90%,0.00%,B00KUL0W1G,2.40%,0.00%,B072JBQRLG,2.40%,0.00%,"B0CRHF41F7,B08LT9MJM2,B085NF55WL,B07H5QPL1R,B08JG3T2SY,B0CRRF28SH,B00KUL0W1G,B07NDP7HYC,B0BWNHZCCR,B09PYTB8SD",Hombre
pantalones cortos de hombre,cortos de hombre 长裤,,,自然搜索词,0,1,B0C1365SJV,"1,991,634",651,17,2.76%,"13,733",272,1,0,"9,815",0.1,20,12.50%,0.00%,$0.20 ,$0.18 - $0.21,B01BGZ244W,4.20%,0.00%,B07F255633,4.20%,0.00%,B08JGC1D2G,4.20%,0.00%,"B07H5QPL1R,B0CRHF41F7,B0775MHLC7,B0C4CGLYK7,B08JGC1D2G,B08LT8LY5N,B0D6GGJYRZ,B01JQTBSU6,B00M0QFGRY,B0BWNLCRM9",Hombre
pajamas shorts for men,男士睡衣短裤,,,自然搜索词,0,1,B09T3QHVVM,"1,019,804","1,555",5,0.35%,"41,198",749,1,0,"2,134",0.7,5,10.80%,1.30%,$1.01 ,$0.76 - $1.26,B07PM93ZL1,5.40%,0.00%,B0C5QKGNXD,3.20%,1.30%,B07HPCQ8CS,2.20%,0.00%,"B07PM93ZL1,B07RJSL1TL,B0CJK2JLJZ,B00RFHM1H6,B07HFGBPH8,B09T3PJWSR,B01BVIRPWA,B08VFC3W7S,B09KP1SG8Q,B0CN37YYBK","Shorts, Pajamas"
pajamas for men shorts,男士睡衣短裤,,,自然搜索词,0,1,B09T3QHVVM,"2,188,410",458,14,3.10%,"9,360",219,1,0,"5,686",0.1,0,15.80%,0.00%,$1.83 ,$1.17 - $2.09,B07PN75241,5.30%,0.00%,B09689BLCC,5.30%,0.00%,B09T3RL8CN,5.30%,0.00%,"B07PN75241,B00M0QH7BC,B07HFGBPH8,B09KP1SG8Q,B09V6FN1Y7,B00RFHM1H6,B08VF995KY,B0CJK4RSTC,B0C5QLQ1GD,B09T3PJWSR","Shorts, Pajamas"
packs of shorts for men,男士短裤包,Y,,自然搜索词/AC推荐词,0,1,B08JGBB9N1,"2,118,459",331,11,3.59%,"7,895",164,1,0,"2,750",0.1,16,17.10%,10.00%,$0.97 ,$0.70 - $1.14,B0BNW4VZPK,5.70%,10.00%,B07NDP7ZTX,5.70%,0.00%,B08LTC53FR,5.70%,0.00%,"B0CRHF41F7,B0BNW29CRN,B08LT8LY5N,B08JGBB9N1,B0BNW2KC41,B0D2MRK7G4,B08LTC53FR,B0BNW4Q4BR,B07H5QPL1R,B07NDP7ZTX",Shorts
pack shorts men,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Pack, Shorts"
pack shorts for men,男装短裤,,,自然搜索词,0,1,B08JGBB9N1,"2,341,685",140,4,3.07%,"3,552",63,1,0,"18,337",0,9,27.30%,0.00%,$0.97 ,$0.73 - $1.14,B0BNW2Q62D,12.10%,0.00%,B0BQT4KHWT,9.10%,0.00%,B0728KK8VK,6.10%,0.00%,"B0CRHF41F7,B0BNW29CRN,B0D2S2Y2RQ,B08JGBB9N1,B08LT8LY5N,B0CJ11X2MY,B0D2MRK7G4,B08LTC53FR,B0BNW2KC41,B07H5QPL1R","Pack, Shorts"
pack of shorts men,短裤的男人包,,,自然搜索词,0,1,B08JGBB9N1,"2,341,681",458,12,2.63%,"9,208",199,1,0,"18,252",0,17,28.90%,0.00%,$0.97 ,$0.70 - $1.14,B0BNW2Q62D,15.80%,0.00%,B07NDP7ZTX,7.90%,0.00%,B08JTQP6VY,5.30%,0.00%,"B0CRHF41F7,B08JGBB9N1,B0BNW29CRN,B08LT8LY5N,B0BNW4Q4BR,B0CRRF28SH,B0D2S5ZFLV,B07H5QPL1R,B0BNW2KC41,B08LTC53FR","Pack, Shorts"
pack of gym shorts for men,,,,自然搜索词,0,2,B0151E6WPQ/B01AK7Y102,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Pack, gym, Shorts"
pack of basketball shorts for men,,,,自然搜索词,0,1,B0C1365SJV,,,,,,,,,"13,471",,0,,,,-,,,,,,,,,,,"Basketball, Pack, Shorts"
pace breaker shorts men,步伐破坏者短裤男士,,,自然搜索词,0,1,B0CHMNB423,"2,341,646",140,4,2.99%,"3,189",64,1,0,390,0.4,0,36.70%,33.30%,$1.25 ,$0.94 - $1.58,B07R1J9J3J,20.00%,33.30%,B07JYG9BB9,10.00%,0.00%,B07F1RKP5C,6.70%,0.00%,"B0BLRWCWCB,B09CGXNN69,B07JYG9BB9,B09JZ1KMB2,B08XPQ41Q7,B08D7R2FCS,B09JSF38W3,B09XQWRBHB,B08NXFN3ZV,B0C1JKXQJW",Shorts
outlet deals,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,"4,138",,54,,,,-,,,,,,,,,,,
outdoor sports shorts,,,,SP广告词,0,1,B0CHMN8TDS,,,,,,,,,0,,20,,,,-,,,,,,,,,,,"Shorts, Outdoor, Sports"
outdoor sports clothes,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Outdoor, Sports"
oudota workout shorts,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Workout, Shorts"
ouber mens athletic gym shorts,,,,自然搜索词,0,1,B00AKSCXEI,"2,341,112",430,11,2.76%,"10,872",174,1,0,250,1.7,0,32.40%,11.10%,$1.48 ,$1.25 - $1.75,B09Q5D8VQ2,13.50%,0.00%,B096K5P5Y2,10.80%,0.00%,B076545KSR,8.10%,11.10%,"B096K7KJZ8,B0C98RSF3C,B076545KSR,B0CGHQN5MW,B09CM5H4W2,B0B56TC9SG,B08JLSVFB2,B097B7PR8X,B07SCHTXJV,B0D2VSBTDZ","Athletic, Shorts, gym"
ot shirts shirt,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shirt
organic cotton shorts men,有机棉男士短裤,,,自然搜索词,0,2,B0151E6WPQ/B09T3QHVVM,"1,310,399",888,26,2.94%,"25,180",404,1,0,556,1.6,15,18.60%,0.00%,$0.92 ,$0.68 - $1.14,B07MZLT3JN,6.80%,0.00%,B0BJDDMQ4F,6.80%,0.00%,B092ZXV1X2,5.10%,0.00%,"B092ZVW9HQ,B07F19VP5V,B0151E6WPQ,B07Y8JWV8Q,B07GQSRVX9,B08ZY91KSJ,B09RQ9YVY7,B00M0QFGRY,B0BWJXPK34,B09WDTS9VC","Cotton, Shorts, Organic"
organic cotton shorts,有机棉短裤,,,SP广告词,0,1,B0BFDSVMPF,"1,126,430","1,281",37,2.92%,"34,458",531,1,2,"1,549",0.8,4,16.40%,5.60%,$0.92 ,$0.68 - $1.14,B092366XTL,6.10%,0.00%,B09234WJCG,5.70%,2.80%,B06XXJPF6S,4.60%,2.80%,"B092365266,B0BVMW3PCQ,B0151E6XTG,B08ZY91KSJ,B07F19VP5V,B07Y8JWV8Q,B0BXBMPNR7,B0CP32XMDB,B0BLHZ4TT2,B07T8K823R","Cotton, Shorts, Organic"
omewear,,,,SP广告词,0,1,B0CHMQ6Z7W,,,,,,,,,0,,0,,,,-,,,,,,,,,,,
ocean pacific shorts for men,男式海洋太平洋短裤,,,品牌广告词,0,1,B0BLKN87V4,"1,425,543",888,32,3.66%,"24,684",440,1,0,200,4.4,9,16.90%,0.00%,$1.02 ,$0.76 - $1.28,B0CM5RH5MN,6.80%,0.00%,B08Q7N1Q8B,5.10%,0.00%,B09N9VDGRB,5.10%,0.00%,"B09N9VDGRB,B07B8GM33V,B082TJ23FX,B017URQJPA,B0CM5RH5MN,B08Q7N1Q8B,B004DNVP54,B00XKYM95C,B00CYY53XE,B00UWVG3HG","Shorts, ocean pacific"
nylon mens shorts,尼龙男士短裤,Y,,自然搜索词/AC推荐词,0,1,B08JGBB9N1,"2,116,931",717,20,2.85%,"17,991",333,1,0,"7,984",0.1,1,15.40%,0.00%,$1.32 ,$0.99 - $1.64,B072JBQRLG,7.70%,0.00%,B075MXZ12G,3.90%,0.00%,B0BZPJW6G4,3.90%,0.00%,"B0C26GLSZN,B08JGBB9N1,B00719ZSHS,B075MYDWW1,B083VR377G,B0CJ1D8N79,B08D2QCQT7,B08JTQP6VY,B01ES41E3K,B0C5WWD3GZ","Nylon, Shorts"
nylon gym shorts men,,,,自然搜索词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Nylon, gym, Shorts"
northyard shorts,北院短裤,,,视频广告词,0,1,B0BFDTMBGP,"1,106,741","1,626",45,2.82%,"33,441",673,2,0,186,8.7,5,34.60%,5.40%,$7.96 ,$5.98 - $9.96,B09P3RHNSY,22.40%,5.40%,B0BQ1YTS18,8.70%,0.00%,B0BFDTRNNR,3.50%,0.00%,"B09P3RHNSY,B0BVM9QVCV,B0BVGS44JR,B0BQ21S181,B0CW9L3821,B0CX1CC1RD,B0CYLWRSMJ,B0CYLPF52J,B0CWP3YCC7,B0CWV9BLB3",Shorts
northyard mens,,,,SP广告词,0,1,B0CHMN8TDS,,,,,,,,,420,,5,,,,-,,,,,,,,,,,
northyard men's athletic running shorts quick dry workout shorts,,,,视频广告词,0,1,B0BFDTMBGP,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Athletic, Shorts, Running, Workout"
northyard athletic shorts for mens,,,,SP广告词,0,1,B09P3T8X61,,,,,,,,,0,,0,,,,-,,,,,,,,,,,"Athletic, Shorts"
northgard mens shorts,,Y,,AC推荐词,0,1,B09P3T8X61,,,,,,,,,60,,4,,,,-,,,,,,,,,,,Shorts
north face tank top men,,,,SP广告词,0,1,B0C4GV51WK,,,,,,,,,113,,5,,,,-,,,,,,,,,,,"Top, Tank Top"
nordstrom mens shorts,,Y,,AC推荐词,0,1,B0BFF67H1W,,,,,,,,,0,,0,,,,-,,,,,,,,,,,Shorts
nikes shorts for men,耐克男士短裤,,,自然搜索词,0,1,B09XQVCZ8B,"2,339,170","1,608",49,3.10%,"42,560",700,2,0,"1,000",1.6,9,16.00%,0.00%,$1.24 ,$0.93 - $1.54,B07DZDCK95,6.90%,0.00%,B0CPTG74GX,5.10%,0.00%,B087LTC1XS,3.90%,0.00%,"B07BPLHK9T,B087M3MJ1L,B07NJPDSSX,B0B6KQR5JP,B01JIPH51Y,B01AK7XJS2,B08NYKGWR2,B0BGV7PZZJ,B07CZC664D,B072118P4W",Shorts
